0.005875888;0.005875888;0.005875888;0.005875888;0.005875888;0.005875888;0.005875888;0.005875888;0.010751325;0.010751325;0.010751325;0.010751325;0.010751325;0.010751325;0.010751325;0.010751325;0.040328035;0.040328035;0.040328035;0.040328035;0.040328035;0.040328035;0.040328035;0.040328035;0.037467591;0.037467591;0.037467591;0.037467591;0.037467591;0.037467591;0.037467591;0.037467591;0.011737685;0.011737685;0.011737685;0.011737685;0.011737685;0.011737685;0.011737685;0.011737685;0.006340886;0.006340886;0.006340886;0.006340886;0.006340886;0.006340886;0.006340886;0.006340886;0.012498591;0.012498591;0.012498591;0.012498591;0.012498591;0.012498591;0.012498591;0.012498591
0.005209815;0.005209815;0.005209815;0.005209815;0.005209815;0.005209815;0.005209815;0.005209815;0.004071835;0.004071835;0.004071835;0.004071835;0.004071835;0.004071835;0.004071835;0.004071835;0.00794808;0.00794808;0.00794808;0.00794808;0.00794808;0.00794808;0.00794808;0.00794808;0.008285917;0.008285917;0.008285917;0.008285917;0.008285917;0.008285917;0.008285917;0.008285917;0.021123755;0.021123755;0.021123755;0.021123755;0.021123755;0.021123755;0.021123755;0.021123755;0.042852063;0.042852063;0.042852063;0.042852063;0.042852063;0.042852063;0.042852063;0.042852063;0.035508535;0.035508535;0.035508535;0.035508535;0.035508535;0.035508535;0.035508535;0.035508535
0.017000377;0.017000377;0.017000377;0.017000377;0.017000377;0.017000377;0.017000377;0.017000377;0.017781823;0.017781823;0.017781823;0.017781823;0.017781823;0.017781823;0.017781823;0.017781823;0.018980668;0.018980668;0.018980668;0.018980668;0.018980668;0.018980668;0.018980668;0.018980668;0.016774416;0.016774416;0.016774416;0.016774416;0.016774416;0.016774416;0.016774416;0.016774416;0.017204369;0.017204369;0.017204369;0.017204369;0.017204369;0.017204369;0.017204369;0.017204369;0.018936731;0.018936731;0.018936731;0.018936731;0.018936731;0.018936731;0.018936731;0.018936731;0.018321617;0.018321617;0.018321617;0.018321617;0.018321617;0.018321617;0.018321617;0.018321617
0.040934755;0.040934755;0.040934755;0.040934755;0.040934755;0.040934755;0.040934755;0.040934755;0.033021558;0.033021558;0.033021558;0.033021558;0.033021558;0.033021558;0.033021558;0.033021558;0.016696133;0.016696133;0.016696133;0.016696133;0.016696133;0.016696133;0.016696133;0.016696133;0.013452435;0.013452435;0.013452435;0.013452435;0.013452435;0.013452435;0.013452435;0.013452435;0.010208737;0.010208737;0.010208737;0.010208737;0.010208737;0.010208737;0.010208737;0.010208737;0.006965039;0.006965039;0.006965039;0.006965039;0.006965039;0.006965039;0.006965039;0.006965039;0.003721341;0.003721341;0.003721341;0.003721341;0.003721341;0.003721341;0.003721341;0.003721341
0.010818773;0.010818773;0.010818773;0.010818773;0.010818773;0.010818773;0.010818773;0.010818773;0.006806176;0.006806176;0.006806176;0.006806176;0.006806176;0.006806176;0.006806176;0.006806176;0.016507517;0.016507517;0.016507517;0.016507517;0.016507517;0.016507517;0.016507517;0.016507517;0.022450223;0.022450223;0.022450223;0.022450223;0.022450223;0.022450223;0.022450223;0.022450223;0.028748476;0.028748476;0.028748476;0.028748476;0.028748476;0.028748476;0.028748476;0.028748476;0.015745632;0.015745632;0.015745632;0.015745632;0.015745632;0.015745632;0.015745632;0.015745632;0.023923202;0.023923202;0.023923202;0.023923202;0.023923202;0.023923202;0.023923202;0.023923202
0.006473547;0.006473547;0.006473547;0.006473547;0.006473547;0.006473547;0.006473547;0.006473547;0.007917288;0.007917288;0.007917288;0.007917288;0.007917288;0.007917288;0.007917288;0.007917288;0.009337742;0.009337742;0.009337742;0.009337742;0.009337742;0.009337742;0.009337742;0.009337742;0.034416915;0.034416915;0.034416915;0.034416915;0.034416915;0.034416915;0.034416915;0.034416915;0.033392325;0.033392325;0.033392325;0.033392325;0.033392325;0.033392325;0.033392325;0.033392325;0.017185171;0.017185171;0.017185171;0.017185171;0.017185171;0.017185171;0.017185171;0.017185171;0.016277012;0.016277012;0.016277012;0.016277012;0.016277012;0.016277012;0.016277012;0.016277012
0.014460683;0.014460683;0.014460683;0.014460683;0.014460683;0.014460683;0.014460683;0.014460683;0.008671264;0.008671264;0.008671264;0.008671264;0.008671264;0.008671264;0.008671264;0.008671264;0.024032524;0.024032524;0.024032524;0.024032524;0.024032524;0.024032524;0.024032524;0.024032524;0.041838205;0.041838205;0.041838205;0.041838205;0.041838205;0.041838205;0.041838205;0.041838205;0.030593866;0.030593866;0.030593866;0.030593866;0.030593866;0.030593866;0.030593866;0.030593866;0.001775422;0.001775422;0.001775422;0.001775422;0.001775422;0.001775422;0.001775422;0.001775422;0.003628036;0.003628036;0.003628036;0.003628036;0.003628036;0.003628036;0.003628036;0.003628036
0.025008837;0.025008837;0.025008837;0.025008837;0.025008837;0.025008837;0.025008837;0.025008837;0.023263521;0.023263521;0.023263521;0.023263521;0.023263521;0.023263521;0.023263521;0.023263521;0.006075468;0.006075468;0.006075468;0.006075468;0.006075468;0.006075468;0.006075468;0.006075468;0.011620714;0.011620714;0.011620714;0.011620714;0.011620714;0.011620714;0.011620714;0.011620714;0.017276423;0.017276423;0.017276423;0.017276423;0.017276423;0.017276423;0.017276423;0.017276423;0.017320608;0.017320608;0.017320608;0.017320608;0.017320608;0.017320608;0.017320608;0.017320608;0.024434429;0.024434429;0.024434429;0.024434429;0.024434429;0.024434429;0.024434429;0.024434429
0.017893691;0.017893691;0.017893691;0.017893691;0.017893691;0.017893691;0.017893691;0.017893691;0.019669516;0.019669516;0.019669516;0.019669516;0.019669516;0.019669516;0.019669516;0.019669516;0.021084156;0.021084156;0.021084156;0.021084156;0.021084156;0.021084156;0.021084156;0.021084156;0.019684565;0.019684565;0.019684565;0.019684565;0.019684565;0.019684565;0.019684565;0.019684565;0.018917048;0.018917048;0.018917048;0.018917048;0.018917048;0.018917048;0.018917048;0.018917048;0.01721647;0.01721647;0.01721647;0.01721647;0.01721647;0.01721647;0.01721647;0.01721647;0.010534553;0.010534553;0.010534553;0.010534553;0.010534553;0.010534553;0.010534553;0.010534553
0.007518622;0.007518622;0.007518622;0.007518622;0.007518622;0.007518622;0.007518622;0.007518622;0.020041899;0.020041899;0.020041899;0.020041899;0.020041899;0.020041899;0.020041899;0.020041899;0.023975791;0.023975791;0.023975791;0.023975791;0.023975791;0.023975791;0.023975791;0.023975791;0.0216946;0.0216946;0.0216946;0.0216946;0.0216946;0.0216946;0.0216946;0.0216946;0.01820298;0.01820298;0.01820298;0.01820298;0.01820298;0.01820298;0.01820298;0.01820298;0.016224395;0.016224395;0.016224395;0.016224395;0.016224395;0.016224395;0.016224395;0.016224395;0.017341713;0.017341713;0.017341713;0.017341713;0.017341713;0.017341713;0.017341713;0.017341713
