25.51375,54.70226,66.03429,65.24623,75.59059,49.12682,61.25285,72.62049,61.51658,57.95464,52.56382,43.69651,51.43276,46.89879,59.12450,38.76635,48.38947,180.70617
48.87620,64.98756,75.88012,89.45542,84.55213,71.29077,63.58747,79.13952,62.14550,62.44042,50.11025,46.15108,60.10358,49.73584,69.44303,46.23249,64.00670,208.27681
74.92268,72.37935,78.56345,89.76887,81.09031,64.69452,60.76379,74.49262,68.10264,58.96564,49.29675,47.77003,76.31049,48.07056,68.75603,49.03127,68.88079,234.89343
65.89725,73.27536,75.00101,73.33655,79.60420,56.70954,63.19915,79.49495,64.02101,54.61728,49.82253,55.49774,89.76996,48.67293,72.08752,47.53439,60.99214,225.23002
61.26714,78.34768,70.31446,80.93518,78.85452,56.44435,65.34190,78.86089,56.43446,55.78189,48.92106,44.80979,91.18987,47.26283,63.18527,42.67692,57.40673,257.69312
59.18401,80.13536,69.95179,77.29482,75.16196,59.25835,62.74470,82.71065,59.72034,50.19893,54.51976,40.95318,65.80844,49.65247,60.23009,39.71498,55.93126,224.41474
58.15833,82.13768,65.39952,78.53119,78.07643,60.28494,64.58167,115.92366,60.90511,50.12973,59.08856,36.27040,61.81928,51.78921,54.98924,38.62990,62.51052,208.45697
59.54565,80.34012,66.84548,78.00737,74.68241,59.72482,64.16696,85.73387,63.09574,49.07288,53.92949,36.99707,53.24736,59.17232,56.47636,38.44654,57.44188,198.53895
60.45262,82.91536,65.58619,74.67482,74.96971,56.44899,70.90881,77.44280,63.56545,49.45766,52.54039,35.24031,51.96035,85.21267,55.03380,36.44706,54.22737,217.76418
61.18423,85.56399,65.58113,74.56824,69.57921,60.47719,66.98506,72.91381,58.28332,46.18348,51.78571,34.79313,48.63691,56.87461,55.16273,37.17618,57.92498,328.36920
59.48643,83.82542,57.72762,70.73997,68.36649,67.79982,67.50244,70.44976,64.75702,48.94572,51.45822,36.49816,44.33121,52.66060,55.47496,35.90649,57.71788,412.71469
58.50048,78.94018,57.24196,73.05540,65.79845,66.06065,69.88827,70.90190,68.26644,44.18504,53.93880,36.01573,43.17317,57.26670,53.17869,28.07339,61.70335,272.10126
52.10304,77.73839,59.88542,77.10423,66.50094,61.90667,70.92250,77.04690,73.97857,48.07125,52.21236,34.06831,44.17576,50.95374,50.85728,26.09834,62.41250,243.41833
46.55446,66.97881,58.29101,77.43970,64.82798,57.47554,64.49604,77.89381,68.86064,47.23793,46.99575,33.63439,40.33600,51.85681,56.28929,24.98584,57.46676,289.07947
50.03488,68.44369,53.31387,87.91679,52.55268,59.52089,63.56030,72.18477,64.73320,43.86025,51.14255,30.48078,44.28301,52.25372,58.94582,24.68068,63.48119,273.71417
48.70649,70.21125,55.47012,84.22591,56.19454,61.36589,64.00321,72.22256,55.04608,44.57114,49.45409,29.92046,40.45805,47.58825,51.79366,23.33495,74.87799,229.62375
49.05696,67.53190,53.76821,71.50298,59.03315,58.08202,64.18673,71.80304,55.88900,52.72387,48.60377,28.62951,41.04397,44.03127,46.94711,25.59957,74.11180,230.25291
42.52619,64.72667,55.54065,68.26052,54.83748,54.24333,66.21060,71.09515,61.05387,49.99512,46.50408,33.11837,42.91705,47.20558,52.11599,20.24491,67.30722,236.85575
43.10964,63.07167,61.83042,81.22968,55.88929,53.35976,67.57845,66.21105,51.26948,44.32602,51.84742,33.17096,43.60073,48.36329,53.69444,24.27486,71.45431,241.18897
44.84815,66.57167,62.43101,78.84004,51.48800,54.42768,67.18679,66.97057,52.17435,47.10041,49.40136,33.14849,42.17366,51.84499,50.66197,21.86047,67.69234,230.71416
46.21179,66.68143,63.33958,69.62649,54.38600,54.98179,66.43298,69.35825,46.36829,47.58319,46.29204,30.31047,38.29730,54.09332,45.85412,19.18996,71.23016,229.35023
49.28137,66.66946,58.51589,70.69540,54.64356,58.24274,68.89161,69.17776,54.48624,43.53415,46.62922,29.64513,40.90940,54.78413,42.28481,22.15200,72.61595,217.71618
45.37185,64.23143,58.13119,75.63869,42.11957,57.82132,65.99286,74.14061,52.21534,42.76586,48.99348,30.93346,42.69091,55.23984,42.30532,21.59025,69.39799,228.04385
42.48869,65.71399,56.93268,73.62905,52.43389,58.65393,63.42417,71.16885,45.84631,48.92738,51.90567,30.26937,44.12340,56.06990,42.39209,25.04283,76.16769,207.36646
53.51321,68.81970,63.68012,71.99538,47.97810,56.81063,64.50113,68.26309,61.41301,44.75977,46.25013,29.44629,49.62061,56.00403,46.30107,28.58624,82.23454,263.14150
58.61756,74.07917,76.50060,90.94553,49.37433,55.41964,64.24155,82.60753,53.58237,44.94549,46.36590,35.03244,54.65056,56.12680,51.03314,31.55961,91.25607,333.79276
63.62536,78.49232,74.42625,93.00221,58.92213,63.01646,69.48167,85.46735,64.30632,43.01431,51.03584,40.48266,44.73875,59.41639,54.94076,32.37766,102.44667,362.54812
62.72798,77.88821,76.44887,95.75763,57.89750,63.63958,69.09476,84.39380,64.09118,42.71839,65.59339,43.12310,46.70488,61.37603,48.70426,34.82765,97.93946,397.55444
65.93107,80.54244,85.49655,90.80083,56.13315,74.65478,68.11536,81.10537,62.51433,40.29252,70.62305,45.31968,53.37599,61.42716,46.22979,35.54407,95.89372,425.95535
67.24887,82.74548,90.28131,78.70461,53.04845,73.88923,62.60530,74.88624,63.68279,43.03319,85.39790,40.86790,51.60286,61.40428,52.91528,33.91426,99.34167,511.28307
66.82310,97.21292,70.69780,87.30747,60.58592,65.12417,61.94944,77.75776,62.51717,40.78994,67.46623,40.53001,49.07131,68.36452,46.56216,40.86209,104.34193,507.69228
57.44732,78.69804,55.57893,83.09049,60.52959,64.63881,67.91060,86.10065,64.17620,40.19702,60.03213,38.13881,74.24774,64.68098,45.54752,36.33023,97.99014,504.89746
50.83833,71.69917,50.46321,76.15909,58.33724,56.88554,69.12851,79.92264,61.38845,38.62649,50.70235,32.89940,47.68796,60.64549,38.45894,36.75518,107.60925,458.32293
51.52262,61.33470,57.38202,76.02169,58.65720,61.16077,69.99524,80.94292,60.26757,39.81240,42.54668,34.54353,45.37464,66.17006,41.35494,35.97469,106.34859,505.84415
54.29095,71.69089,71.20375,90.34500,76.02185,76.22042,77.30937,80.80889,60.21193,48.76455,48.30568,35.09757,49.51013,68.01640,56.75964,42.40497,110.20491,652.84329
61.96250,77.96577,71.01982,96.04968,81.29994,74.32946,83.39387,84.00115,65.09787,52.28103,55.06674,42.62087,58.00211,70.17260,49.04396,45.42410,129.62909,600.34695
61.03500,79.66423,66.38888,93.33595,64.79911,65.42518,80.15202,80.54233,63.97771,54.12736,50.23417,44.53299,48.99194,81.07393,46.15149,47.16032,138.94762,468.94678
60.28000,77.51345,68.29512,91.44247,56.42528,63.73072,81.76863,74.53019,63.85413,55.01831,50.10318,41.27777,46.98837,81.18981,52.01754,50.89278,162.83568,426.84528
64.18548,72.79833,66.72554,89.77006,53.02235,63.71054,72.27280,73.20433,64.91080,61.99845,45.24122,40.91325,48.71717,77.12278,55.12489,46.72344,172.76023,386.45589
61.60405,66.32131,56.29869,92.65101,49.89258,58.86452,75.35321,76.07480,67.24810,67.80471,45.73798,43.29882,50.87402,77.01506,56.43355,41.53334,201.22625,354.66176
62.97327,67.13095,55.65220,101.57935,53.10214,60.29923,72.62079,61.00189,65.17055,66.86463,44.60884,47.44719,52.37932,74.66450,54.86589,37.55036,224.66706,289.29544
61.74744,69.03000,59.47030,95.49353,54.99470,60.16917,73.85810,65.97692,62.58297,53.99257,48.34460,56.88499,55.13825,77.66613,54.59684,45.95999,213.21273,256.84980
62.83583,72.08399,77.15827,94.64939,65.31676,70.30333,76.29619,61.11766,56.94284,56.52309,49.15629,63.53366,55.80156,72.19724,45.19970,44.92063,228.50730,180.21459
60.85976,69.42869,74.40873,91.66972,54.34225,68.55411,77.61798,63.46944,57.09731,58.93410,47.33567,62.38049,56.95932,66.61129,43.62895,42.52278,212.34976,129.75223
52.64929,66.64024,78.74239,80.92007,56.16862,62.07786,74.18859,70.37006,57.01898,52.55465,47.29261,56.33434,56.28691,61.44086,44.42294,41.58942,190.91258,139.12531
60.30625,72.52905,99.08530,85.50034,55.77122,58.66357,77.40962,57.76403,59.35236,51.25384,56.25961,66.80988,70.43410,65.02813,50.69689,48.05846,203.04338,197.79594
63.70280,73.02732,101.23000,86.30786,48.36913,59.59869,79.10923,60.71061,60.98400,49.96420,61.09655,65.83658,71.97258,75.32561,53.05730,45.89977,236.10331,240.19337
67.05310,75.33607,80.08125,95.10550,49.78198,62.49256,78.78893,62.53382,67.59742,54.84084,63.44420,51.52624,65.08467,69.24676,48.44791,55.26484,258.18040,261.20919
68.32452,78.23679,73.68190,87.99172,55.15089,67.76667,81.08845,63.21758,78.10593,59.52538,63.65100,64.20877,73.12342,63.00018,52.06634,59.04248,269.91852,357.14738
66.05768,77.02929,84.75679,92.20839,53.69417,63.21982,76.66958,70.18665,74.39018,56.22553,56.58435,56.69238,76.90737,67.71480,47.15526,59.72482,261.54091,379.59068
68.22732,81.45982,90.98625,79.24230,66.04857,70.39429,80.64286,69.23682,68.24292,58.08122,61.89855,61.19004,73.21961,68.10127,40.82067,57.34935,331.55597,382.91163
65.50893,77.73464,71.54542,73.08262,48.21530,59.41804,79.62363,64.17708,60.88228,53.06461,48.77298,58.95942,63.59644,59.14956,29.94043,42.41342,344.68037,217.14002
